billingDate,articleNo,articleDescription,profitCenter,generalNamePro,brand,product,site,division,zone,territory,salesTypeDesc,billQty,basePrice
20220318,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,40660.0
20220318,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,1,53150.0
20220319,25301,HomeScreen Pro 43,STV,Sony TV,Sony,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,2,82600.0
20220319,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,DAD,Mumbai City,Central Zone,Dadar,Financed Sales,2,119530.0
20220319,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,2,49640.0
20220319,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,POW,Mumbai Suburban,Central Zone,Powai,Cash and Coupon,1,36560.0
20220319,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Cash Sales,3,98400.0
20220319,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,1,32760.0
20220319,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,39480.0
20220319,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,31890.0
20220319,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,DAD,Mumbai City,Central Zone,Dadar,Financed Sales,2,58880.0
20220319,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,2,104450.0
20220319,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,29080.0
20220320,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,JUH,Mumbai Suburban,Western Zone,Juhu,Cash and Coupon,1,40380.0
20220320,25089,EcoVision UHD 43,PTV,Panasonic TV,Panasonic,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,34610.0
20220320,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,1,64260.0
20220320,37745,TechStream Pro 50,TTV,Toshiba TV,Toshiba,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,47770.0
20220320,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,DAD,Mumbai City,Central Zone,Dadar,Financed Sales,1,31500.0
20220321,25266,HomeScreen Exp 32,STV,Sony TV,Sony,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash and Coupon,1,24050.0
20220321,25301,HomeScreen Pro 43,STV,Sony TV,Sony,TV,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,42580.0
20220321,25355,HomeScreen Ultra 55,STV,Sony TV,Sony,TV,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,2,142940.0
20220321,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,57030.0
20220321,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,39660.0
20220321,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,28350.0
20220321,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,2,74590.0
20220321,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,38370.0
20220321,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,COL,Mumbai City,Southern Zone,Colaba,Cash and Coupon,3,115200.0
20220322,25143,EcoVision Pro 55,PTV,Panasonic TV,Panasonic,TV,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,53300.0
20220322,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,2,129260.0
20220322,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,37240.0
20220322,37745,TechStream Pro 50,TTV,Toshiba TV,Toshiba,TV,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,1,47740.0
20220322,37745,TechStream Pro 50,TTV,Toshiba TV,Toshiba,TV,MAL,Mumbai Suburban,Western Zone,Malad,Financed Sales,1,49050.0
20220322,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,28820.0
20220323,25143,EcoVision Pro 55,PTV,Panasonic TV,Panasonic,TV,MAL,Mumbai Suburban,Western Zone,Malad,Financed Sales,1,53410.0
20220323,25354,LG NanoPrecision 43,LTV,LG TV,LG,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,2,79610.0
20220323,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,59590.0
20220323,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,1,63850.0
20220323,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,2,49190.0
20220323,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,DAD,Mumbai City,Central Zone,Dadar,Financed Sales,1,37460.0
20220323,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash and Coupon,1,33810.0
20220323,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,57480.0
20220323,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,1,31920.0
20220323,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,2,60440.0
20220323,49552,EcoCool BCD 260,PRF,Panasonic Refrigerator,Panasonic,RF,MAL,Mumbai Suburban,Western Zone,Malad,Cash and Coupon,2,76250.0
20220323,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,AND,Mumbai Suburban,Western Zone,Andheri,Cash and Coupon,1,28340.0
20220323,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,28820.0
20220324,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,39250.0
20220324,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash and Coupon,1,39380.0
20220324,25266,HomeScreen Exp 32,STV,Sony TV,Sony,TV,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,23920.0
20220324,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,2,119130.0
20220324,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,63130.0
20220324,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,25200.0
20220324,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash and Coupon,1,42240.0
20220324,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,2,115450.0
20220324,49552,EcoCool BCD 260,PRF,Panasonic Refrigerator,Panasonic,RF,JUH,Mumbai Suburban,Western Zone,Juhu,Cash and Coupon,1,37920.0
20220324,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,29050.0
20220325,25143,EcoVision Pro 55,PTV,Panasonic TV,Panasonic,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,2,103780.0
20220325,25143,EcoVision Pro 55,PTV,Panasonic TV,Panasonic,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,1,52060.0
20220325,25143,EcoVision Pro 55,PTV,Panasonic TV,Panasonic,TV,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,2,107100.0
20220325,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,AND,Mumbai Suburban,Western Zone,Andheri,Cash and Coupon,1,65270.0
20220325,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,33870.0
20220325,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,1,28760.0
20220325,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,28570.0
20220326,25012,EcoVision HD 32,PTV,Panasonic TV,Panasonic,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,22530.0
20220326,25143,EcoVision Pro 55,PTV,Panasonic TV,Panasonic,TV,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,2,103880.0
20220326,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,24950.0
20220326,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,36990.0
20220326,37745,TechStream Pro 50,TTV,Toshiba TV,Toshiba,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,47830.0
20220326,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,33330.0
20220326,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,56840.0
20220326,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,38240.0
20220326,49552,EcoCool BCD 260,PRF,Panasonic Refrigerator,Panasonic,RF,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,37790.0
20220327,25143,EcoVision Pro 55,PTV,Panasonic TV,Panasonic,TV,BAN,Mumbai Suburban,Western Zone,Bandra,Cash and Coupon,1,52900.0
20220327,25266,HomeScreen Exp 32,STV,Sony TV,Sony,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,23400.0
20220327,25301,HomeScreen Pro 43,STV,Sony TV,Sony,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,2,83500.0
20220327,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,58360.0
20220327,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,1,59370.0
20220327,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,DAD,Mumbai City,Central Zone,Dadar,Financed Sales,1,59420.0
20220327,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,42270.0
20220327,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,1,33250.0
20220327,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,39580.0
20220327,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,2,80430.0
20220327,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,COL,Mumbai City,Southern Zone,Colaba,Cash and Coupon,1,27460.0
20220327,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,30320.0
20220327,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,COL,Mumbai City,Southern Zone,Colaba,Cash and Coupon,2,58770.0
20220327,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,2,57800.0
20220328,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,AND,Mumbai Suburban,Western Zone,Andheri,Cash and Coupon,1,24760.0
20220328,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,2,81120.0
20220328,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash and Coupon,1,31310.0
20220328,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,COL,Mumbai City,Southern Zone,Colaba,Cash Sales,1,27920.0
20220328,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,COL,Mumbai City,Southern Zone,Colaba,Cash and Coupon,1,38210.0
20220328,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,38780.0
20220328,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Cash Sales,1,30430.0
20220328,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,53530.0
20220328,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,29230.0
20220329,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,1,63610.0
20220329,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash and Coupon,1,33460.0
20220329,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,3,173500.0
20220329,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,1,37340.0
20220330,25089,EcoVision UHD 43,PTV,Panasonic TV,Panasonic,TV,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,2,67840.0
20220330,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,BOR,Mumbai Suburban,Western Zone,Borivali,Cash and Coupon,1,65080.0
20220330,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,2,73720.0
20220330,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Cash and Coupon,1,33840.0
20220330,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,33360.0
20220330,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,2,80080.0
20220330,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,31420.0
20220330,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,2,74720.0
20220330,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,30070.0
20220330,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,28520.0
20220330,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash and Coupon,1,29330.0
20220330,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,29370.0
20220331,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,2,81620.0
20220331,25089,EcoVision UHD 43,PTV,Panasonic TV,Panasonic,TV,MAL,Mumbai Suburban,Western Zone,Malad,Cash and Coupon,1,35160.0
20220331,25266,HomeScreen Exp 32,STV,Sony TV,Sony,TV,MAL,Mumbai Suburban,Western Zone,Malad,Financed Sales,1,23400.0
20220331,25467,LG QLED Vision 50,LTV,LG TV,LG,TV,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,2,130840.0
20220331,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,MAL,Mumbai Suburban,Western Zone,Malad,Cash Sales,1,25110.0
20220331,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,DAD,Mumbai City,Central Zone,Dadar,Financed Sales,1,36950.0
20220331,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,36430.0
20220331,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,40720.0
20220401,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,40360.0
20220401,25354,LG NanoPrecision 43,LTV,LG TV,LG,TV,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,3,119660.0
20220401,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,2,48900.0
20220401,37745,TechStream Pro 50,TTV,Toshiba TV,Toshiba,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,48130.0
20220401,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,2,80040.0
20220401,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash and Coupon,3,107180.0
20220401,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,32540.0
20220401,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,3,102240.0
20220401,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,25800.0
20220402,24778,EcoCool BCD 290,PRF,Panasonic Refrigerator,Panasonic,RF,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,1,39670.0
20220402,25012,EcoVision HD 32,PTV,Panasonic TV,Panasonic,TV,BAN,Mumbai Suburban,Western Zone,Bandra,Cash and Coupon,1,22350.0
20220402,25355,HomeScreen Ultra 55,STV,Sony TV,Sony,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,1,69800.0
20220402,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,1,29480.0
20220402,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,35610.0
20220402,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,2,68870.0
20220402,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,34560.0
20220402,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Cash Sales,1,27870.0
20220402,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,2,49310.0
20220402,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,35920.0
20220402,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash Sales,1,33070.0
20220402,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash and Coupon,2,68980.0
20220402,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash and Coupon,1,34000.0
20220402,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,1,26830.0
20220402,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,1,48670.0
20220402,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,DAD,Mumbai City,Central Zone,Dadar,Cash and Coupon,2,101200.0
20220402,49552,EcoCool BCD 260,PRF,Panasonic Refrigerator,Panasonic,RF,COL,Mumbai City,Southern Zone,Colaba,Cash and Coupon,1,38700.0
20220402,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,POW,Mumbai Suburban,Central Zone,Powai,Cash Sales,2,57830.0
20220403,25410,LG NanoPrecision 55,LTV,LG TV,LG,TV,BAN,Mumbai Suburban,Western Zone,Bandra,Cash and Coupon,1,60410.0
20220403,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash Sales,1,36330.0
20220403,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,POW,Mumbai Suburban,Central Zone,Powai,Cash and Coupon,1,37150.0
20220403,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,1,38800.0
20220403,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Financed Sales,1,40290.0
20220403,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,1,30180.0
20220403,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,1,31360.0
20220403,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Cash Sales,1,50110.0
20220403,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,35030.0
20220403,48067,EcoBreeze Inverter 1T,PAC,Panasonic AC,Panasonic,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,27900.0
20220403,48123,EcoBreeze Window 1.5T,PAC,Panasonic AC,Panasonic,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Cash and Coupon,2,47910.0
20220403,48210,FrostGuard Split 1.5T,HAC,Haier AC,Haier,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,36200.0
20220403,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,2,54290.0
20220404,25089,EcoVision UHD 43,PTV,Panasonic TV,Panasonic,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,2,68740.0
20220404,25354,LG NanoPrecision 43,LTV,LG TV,LG,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,1,40600.0
20220404,37632,TechStream HD 32,TTV,Toshiba TV,Toshiba,TV,COL,Mumbai City,Southern Zone,Colaba,Financed Sales,2,50600.0
20220404,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,MAL,Mumbai Suburban,Western Zone,Malad,Financed Sales,1,36300.0
20220404,47855,LG AirComfort Inverter 1T,LAC,LG AC,LG,AC,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,1,29400.0
20220404,47902,LG AirComfort Dual 2T,LAC,LG AC,LG,AC,BAN,Mumbai Suburban,Western Zone,Bandra,Financed Sales,1,49020.0
20220404,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,AND,Mumbai Suburban,Western Zone,Andheri,Financed Sales,1,37200.0
20220404,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Financed Sales,1,37410.0
20220404,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,DAD,Mumbai City,Central Zone,Dadar,Cash and Coupon,1,46400.0
20220404,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,POW,Mumbai Suburban,Central Zone,Powai,Cash and Coupon,1,48710.0
20220405,25354,LG NanoPrecision 43,LTV,LG TV,LG,TV,MAL,Mumbai Suburban,Western Zone,Malad,Financed Sales,1,39670.0
20220405,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,35640.0
20220405,48010,EcoBreeze Split 1.5T,PAC,Panasonic AC,Panasonic,AC,POW,Mumbai Suburban,Central Zone,Powai,Financed Sales,1,34850.0
20220405,48266,FrostGuard Inverter 1T,HAC,Haier AC,Haier,AC,DAD,Mumbai City,Central Zone,Dadar,Financed Sales,1,26280.0
20220405,48322,FrostGuard Dual 2T,HAC,Haier AC,Haier,AC,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,48100.0
20220405,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,AND,Mumbai Suburban,Western Zone,Andheri,Cash Sales,1,28740.0
20220405,50060,EcoChill Mini 198,PRF,Panasonic Refrigerator,Panasonic,RF,POW,Mumbai Suburban,Central Zone,Powai,Cash and Coupon,2,58780.0
20220406,25012,EcoVision HD 32,PTV,Panasonic TV,Panasonic,TV,GHA,Mumbai Suburban,Central Zone,Ghatkopar,Cash and Coupon,3,67100.0
20220406,25012,EcoVision HD 32,PTV,Panasonic TV,Panasonic,TV,JUH,Mumbai Suburban,Western Zone,Juhu,Cash Sales,1,22610.0
20220406,37699,TechStream 4K 43,TTV,Toshiba TV,Toshiba,TV,DAD,Mumbai City,Central Zone,Dadar,Cash Sales,2,73170.0
20220406,47808,LG AirComfort Deluxe 1.5T,LAC,LG AC,LG,AC,BOR,Mumbai Suburban,Western Zone,Borivali,Financed Sales,1,36860.0
